uri,uriTitulacion,ou_asignatura,ou_caracterAsignatura,ou_materiaAsignatura,ou_numeroMatriculados,ou_moduloAsignatura,ou_asignatura_code,areasConocimiento,ou_asignatura_courseTitle,ou_asignatura_ects,ou_asignatura_temporalidadAsignatura,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502662-0824-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0824-grado-en-ingenieria-de-materiales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502662-simulacion-numerica-de-materiales-2019-2020,OPTATIVA,INTENSIFICACIÓN EN INGENIERÍA DE MATERIALES,0,OPTATIVIDAD,502662,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/605-mecanica-de-medios-continuos-y-t-de-estructuras,SIMULACIÓN NUMÉRICA DE MATERIALES,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401548-0436-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0436-mu-en-investigacion-en-humanidades,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401548-investigacion-en-estudios-clasicos-1-2019-2020,OPTATIVA,ESPECIALIDAD EN ESTUDIOS FILOLÓGICOS CLÁSICOS E HISPÁNICOS,1,MÓDULO ESPECÍFICO,401548,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/445-historia-antigua,INVESTIGACIÓN EN ESTUDIOS CLÁSICOS 1,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501981-1006-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501981-anatomia-aplicada-2019-2020,OPTATIVA,ANATOMÍA APLICADA,56,OPTATIVO,501981,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/025-anatomia-y-anatomia-patologica-comparada,ANATOMÍA APLICADA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401645-1194-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1194-mu-en-direccion-de-marketing,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401645-comunicacion-corporativa-2019-2020,OPTATIVA,COMUNICACIÓN,5,ESPECÍFICO,401645,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/095-comercializacion-e-investigacion-de-mercados,COMUNICACIÓN CORPORATIVA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500757-0211-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0211-grado-en-fisioterapia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500757-ingles-para-fisioterapia-2019-2020,OPTATIVA,INGLÉS,3,OPTATIVO,500757,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa,INGLÉS PARA FISIOTERAPIA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501121-0511-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0511-grado-en-ingenieria-de-las-explotaciones-agropecuarias,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501121-quimica-general-2019-2020,FORMACIÓN BÁSICA,QUÍMICA,59,FORMACIÓN BÁSICA,501121,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/240-edafologia-y-quimica-agricola,QUÍMICA GENERAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500366-1704-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1704-grado-en-comunicacion-audiovisual,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500366-montaje-y-edicion-de-video-y-audio-ii-2019-2020,OBLIGATORIA,PRODUCCIÓN, REALIZACIÓN, MONTAJE Y PROGRAMACIÓN AUDIOVISUAL,62,TEORÍA Y PRÁCTICA DE LOS MEDIOS AUDIOVISUAL,500366,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/105-comunicacion-audiovisual-y-publicidad,MONTAJE Y EDICIÓN DE VÍDEO Y AUDIO II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500389-0390-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500389-sistema-tributario-espanol-2019-2020,OBLIGATORIA,,40,,500389,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/150-derecho-financiero-y-tributario,SISTEMA TRIBUTARIO ESPAÑOL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501286-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501286-sistemas-operativos-2019-2020,OBLIGATORIA,SISTEMAS OPERATIVOS,67,COMÚN A LA RAMA DE INFORMÁTICA,501286,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/035-arquitectura-y-tecnologia-de-computadores,SISTEMAS OPERATIVOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401076-1636-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1636-mu-en-ingenieria-informatica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401076-tecnologias-y-protocolos-de-comunicacion-2019-2020,OBLIGATORIA,TECNOLOGÍAS INFORMÁTICAS Y COMUNICACIONES,2,TECNOLOGIAS INFORMÁTICAS,401076,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,TECNOLOGÍAS Y PROTOCOLOS DE COMUNICACIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401707-0433-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0433-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401707-complemento-formacion-morfologia-del-espanol-2019-2020,COMPLEMENTO DE FORMACION,,0,,401707,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/567-lengua-espanola,COMPLEMENTO FORMACIÓN: MORFOLOGÍA DEL ESPAÑOL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501941-1006-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501941-embriologia-y-anatomia-i-2019-2020,FORMACIÓN BÁSICA,EMBRIOLOGÍA Y ANATOMÍA,156,FORMACIÓN BÁSICA COMÚN,501941,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/025-anatomia-y-anatomia-patologica-comparada,EMBRIOLOGÍA Y ANATOMÍA I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500576-1511-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1511-grado-en-enfermeria-merida,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500576-metodos-y-tecnicas-de-comunicacion-2019-2020,OPTATIVA,TÉCNICAS DE COMUNICACIÓN,28,OPTATIVIDAD,500576,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/255-enfermeria,MÉTODOS Y TÉCNICAS DE COMUNICACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500687-0425-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500687-textos-latinos-iii-comedia-2019-2020,OBLIGATORIA,FILOLOGÍA LATINA,6,OBLIGATORIO,500687,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/355-filologia-latina,TEXTOS LATINOS III (COMEDIA),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501729-0129-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0129-grado-en-estadistica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501729-las-matematicas-en-la-ensenanza-secundaria-2019-2020,OPTATIVA,DIDÁCTICA,0,FORMACIÓN OPTATIVA,501729,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/005-algebra  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/015-analisis-matematico  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/265-estadistica-e-investigacion-operativa  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/440-geometria-y-topologia,LAS MATEMÁTICAS EN LA ENSEÑANZA SECUNDARIA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500175-0130-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0130-grado-en-enologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500175-calculo-i-2019-2020,FORMACIÓN BÁSICA,MATEMÁTICAS,6,BÁSICO,500175,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/015-analisis-matematico,CÁLCULO I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400740-1116-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1116-mu-en-investigacion-en-ciencias-sociales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400740-iniciacion-a-la-investigacion-en-organizacion-de-empresas-2019-2020,OPTATIVA,,1,,400740,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,INICIACIÓN A LA INVESTIGACIÓN EN ORGANIZACIÓN DE EMPRESAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501429-1590-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501429-estructuras-de-datos-y-de-la-informacion-2019-2020,FORMACIÓN BÁSICA,,7,,501429,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,ESTRUCTURAS DE DATOS Y DE LA INFORMACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400657-0127-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0127-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400657-innovacion-docente-e-investigacion-2019-2020,OBLIGATORIA,INNOVACIÓN DOCENTE E INICIACIÓN A LA INVESTIGACIÓN EDUCATIVA,56,ESPECÍFICO: BIOLOGÍA Y GEOLOGÍA,400657,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/005-algebra  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/015-analisis-matematico  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/220-ecologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/440-geometria-y-topologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/595-matematica-aplicada  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/647-optica,INNOVACIÓN DOCENTE E INVESTIGACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500091-1209-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1209-grado-en-administracion-y-direccion-de-empresas-plasencia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500091-microeconomia-2019-2020,FORMACIÓN BÁSICA,ECONOMÍA,11,FORMACIÓN BÁSICA,500091,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/225-economia-aplicada,MICROECONOMÍA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501816-1212-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1212-grado-en-podologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501816-documentacion-cientifica-e-informatica-2019-2020,OPTATIVA,DOCUMENTACIÓN CIENTÍFICA E INFORMÁTICA,22,MÓDULO DE OPTATIVIDAD,501816,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/035-arquitectura-y-tecnologia-de-computadores,DOCUMENTACIÓN CIENTÍFICA E INFORMÁTICA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401471-0823-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0823-mu-en-ingenieria-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401471-tecnologias-complementarias-para-mecanica-i-2019-2020,OPTATIVA,TECNOLOGÍAS COMPLEMENTARIAS,3,TECNOLOGÍAS COMPLEMENTARIAS,401471,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/520-ingenieria-de-sistemas-y-automatica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/785-tecnologia-electronica,TECNOLOGÍAS COMPLEMENTARIAS PARA MECANICA I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501499-0431-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501499-literatura-del-segundo-idioma-italiano-2019-2020,OPTATIVA,ESPECIALIZACIÓN EN LENGUAS Y LITERATURAS MODERNAS,1,OPTATIVO,501499,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/350-filologia-italiana,LITERATURA DEL SEGUNDO IDIOMA (ITALIANO),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401204-0433-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0433-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401204-practicas-docentes-especialidad-en-lengua-y-literatura-2019-2020,PRACTICAS EXTERNAS,PRÁCTICUM EN LA ESPECIALIZACIÓN,27,PRÁCTICUM,401204,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/195-didactica-de-la-lengua-y-la-literatura,PRÁCTICAS DOCENTES (ESPECIALIDAD EN LENGUA Y LITERATURA),12,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501044-1512-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1512-grado-en-ingenieria-en-diseno-industrial-y-desarrollo-de-productos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501044-sistemas-de-comunicacion-multimedia-2019-2020,OPTATIVA,INFORMÁTICA,23,OPTATIVO,501044,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,SISTEMAS DE COMUNICACIÓN MULTIMEDIA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500439-1114-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1114-grado-en-economia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500439-matematicas-financieras-para-economistas-2019-2020,OPTATIVA,FINANZAS,14,EMPRESAS,500439,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,MATEMÁTICAS FINANCIERAS PARA ECONOMISTAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501456-1514-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1514-grado-en-ingenieria-informatica-en-tecnologias-de-la-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501456-ampliacion-de-bases-de-datos-2019-2020,OPTATIVA,ANÁLISIS Y GESTIÓN DE LA INFORMACIÓN,2,CONTENIDOS OPTATIVOS EN TECNOLOGÍA DE LA INFORMACIÓN,501456,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,AMPLIACIÓN DE BASES DE DATOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500687-0426-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500687-textos-latinos-iii-comedia-2019-2020,OPTATIVA,OPTATIVAS,3,OPTATIVO,500687,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/355-filologia-latina,TEXTOS LATINOS III (COMEDIA),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502415-0390-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502415-contabilidad-de-costes-ii-2019-2020,OBLIGATORIA,,36,,502415,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,CONTABILIDAD DE COSTES II,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500925-1625-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1625-grado-en-ingenieria-civil-transportes-y-servicios-urbanos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500925-topografia-2019-2020,OBLIGATORIA,TOPOGRAFÍA,2,MODULO DE FORMACIÓN COMÚN A LA RAMA CIVIL,500925,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/505-ingenieria-cartografica-geodesia-y-fotogrametria,TOPOGRAFÍA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401564-0436-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0436-mu-en-investigacion-en-humanidades,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401564-trabajo-fin-de-master-esp-geografia-historia-e-historia-del-arte-2019-2020,TRABAJO DE FIN DE MÁSTER,TRABAJO DE FIN DE MÁSTER,3,MÓDULO FINAL,401564,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/355-filologia-latina  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/450-historia-contemporanea  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/465-historia-del-arte,TRABAJO FIN DE MÁSTER (ESP. GEOGRAFÍA, HISTORIA E HISTORIA DEL ARTE),12,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401312-0138-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0138-mu-en-quimica-sostenible,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401312-biocatalisis-2019-2020,OPTATIVA,,0,,401312,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/765-quimica-organica,BIOCATÁLISIS,3,Anual,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500671-0430-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500671-segundo-idioma-ii-arabe-2019-2020,FORMACIÓN BÁSICA,IDIOMA MODERNO,0,FORMACIÓN BÁSICA,500671,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/285-estudios-arabes-e-islamicos,SEGUNDO IDIOMA II (ÁRABE),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502692-0136-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0136-grado-en-biotecnologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502692-biotecnologia-de-enzimas-2019-2020,OBLIGATORIA,BIOTECNOLOGÍA DE ENZIMAS,40,BIOTECNOLÓGICO,502692,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/060-bioquimica-y-biologia-molecular,BIOTECNOLOGÍA DE ENZIMAS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401429-0721-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0721-mu-en-antropologia-social,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401429-grandes-religiones-monoteistas-y-educacion-intercultural-2019-2020,OPTATIVA,ANTROPOLOGIA DEL HECHO RELIGIOSO,0,OPTATIVIDAD,401429,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/030-antropologia-social  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/805-teoria-e-historia-de-la-educacion,GRANDES RELIGIONES MONOTEÍSTAS Y EDUCACIÓN INTERCULTURAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502797-0624-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0624-grado-en-psicologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502797-analisis-de-datos-en-psicologia-i-2019-2020,FORMACIÓN BÁSICA,MÉTODOS, DISEÑO Y TÉCNICAS DE INVESTIGACIÓN,72,FORMACIÓN BÁSICA,502797,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/265-estadistica-e-investigacion-operativa,ANÁLISIS DE DATOS EN PSICOLOGÍA I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/503006-0828-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0828-grado-en-ingenieria-en-tecnologias-industriales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/503006-matematicas-ii-2019-2020,FORMACIÓN BÁSICA,MATEMÁTICAS,16,FORMACIÓN BÁSICA,503006,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/595-matematica-aplicada,MATEMÁTICAS II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501443-1590-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501443-electronica-de-comunicaciones-2019-2020,OBLIGATORIA,,8,,501443,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/250-electronica,ELECTRÓNICA DE COMUNICACIONES,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500782-0122-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0122-grado-en-fisica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500782-electromagnetismo-i-2019-2020,OBLIGATORIA,FÍSICA CLÁSICA,31,OBLIGATORIA,500782,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/385-fisica-aplicada,ELECTROMAGNETISMO I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400753-1116-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1116-mu-en-investigacion-en-ciencias-sociales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400753-iniciacion-a-la-investigacion-en-psicologia-del-ciclo-vital-2019-2020,OPTATIVA,,0,,400753,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/680-personalidad-evaluacion-y-tratamiento-psicologic  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/735-psicologia-evolutiva-y-de-la-educacion  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/740-psicologia-social,INICIACIÓN A LA INVESTIGACIÓN EN PSICOLOGÍA DEL CICLO VITAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401923-0826-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0826-mu-en-simulacion-en-ciencias-e-ingenieria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401923-optimizacion-y-complejidad-2019-2020,OPTATIVA,SIMULACIÓN EN CIENCIAS,1,OPTATIVAS,401923,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/405-fisica-teorica,OPTIMIZACIÓN Y COMPLEJIDAD,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501543-0616-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0616-grado-en-educacion-infantil-badajoz,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501543-dificultades-de-aprendizaje-y-educacion-inclusiva-2019-2020,FORMACIÓN BÁSICA,DIFICULTADES DE APRENDIZAJE Y TRASTORNO DEL DESARROLLO,142,FORMACIÓN BÁSICA,501543,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/215-didactica-y-organizacion-escolar  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/735-psicologia-evolutiva-y-de-la-educacion,DIFICULTADES DE APRENDIZAJE Y EDUCACIÓN INCLUSIVA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501912-1490-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1490-pceo-administracion-y-direccion-de-empresas-y-turismo,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501912-ingles-especifico-iii-2019-2020,OBLIGATORIA,,24,,501912,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa,INGLÉS ESPECÍFICO III,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501492-0431-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501492-lengua-portuguesa-iii-2019-2020,OBLIGATORIA,LENGUA PORTUGUESA INICIAL,3,PORTUGUÉS INICIAL,501492,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,LENGUA PORTUGUESA III,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500004-1191-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1191-pceo-administracion-y-direccion-de-empresas-y-economia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500004-microeconomia-2019-2020,FORMACIÓN BÁSICA,,41,,500004,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/415-fundamentos-del-analisis-economico,MICROECONOMÍA,6,Primer Semestre,2019-2020
