uri,uriTitulacion,ou_asignatura,ou_caracterAsignatura,ou_materiaAsignatura,ou_numeroMatriculados,ou_moduloAsignatura,ou_asignatura_code,areasConocimiento,ou_asignatura_courseTitle,ou_asignatura_ects,ou_asignatura_temporalidadAsignatura,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500175-0124-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0124-grado-en-matematicas,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500175-calculo-i-2019-2020,FORMACIÓN BÁSICA,MATEMÁTICAS,52,FORMACIÓN BÁSICA,500175,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/015-analisis-matematico,CÁLCULO I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502198-1625-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1625-grado-en-ingenieria-civil-transportes-y-servicios-urbanos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502198-transportes-urbanos-2019-2020,OBLIGATORIA,INGENIERÍA DEL TRANSPORTE,1,FORMACIÓN TECNOLÓGICA ESPECÍFICA. TRANSPORTES Y SERVICIOS URBANOS,502198,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/530-ingenieria-e-infraestructura-de-los-transportes,TRANSPORTES URBANOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501452-1590-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501452-aplicaciones-telematicas-2019-2020,OBLIGATORIA,,1,,501452,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica,APLICACIONES TELEMÁTICAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500344-1790-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1790-pceo-comunicacion-audiovisual-e-informacion-y-documentacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500344-derecho-de-la-informacion-y-la-comunicacion-2019-2020,FORMACIÓN BÁSICA,,0,,500344,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/105-comunicacion-audiovisual-y-publicidad,DERECHO DE LA INFORMACIÓN Y LA COMUNICACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400787-0517-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0517-mu-en-investigacion-en-ingenieria-y-arquitectura,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400787-tecnologias-de-la-comunicacion-y-la-documentacion-cientifica-2019-2020,OBLIGATORIA,TECNOLOGÍAS DE LA COMUNICACIÓN Y LA DOCUMENTACIÓN CIENTIFICA,1,FORMACION METODOLÓGICA,400787,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/225-economia-aplicada  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/412-fisiologia-vegetal  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/505-ingenieria-cartografica-geodesia-y-fotogrametria  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/640-nutricion-y-bromatologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/700-produccion-animal  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/705-produccion-vegetal  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/780-tecnologia-de-los-alimentos,TECNOLOGÍAS DE LA COMUNICACIÓN Y LA DOCUMENTACIÓN CIENTÍFICA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501040-1513-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1513-grado-en-ingenieria-en-geomatica-y-topografia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501040-generacion-de-objetos-virtuales-2019-2020,OPTATIVA,INTENSIFICACIÓN EN CARTOGRAFÍA,0,OPTATIVAS,501040,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/505-ingenieria-cartografica-geodesia-y-fotogrametria,GENERACIÓN DE OBJETOS VIRTUALES,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501811-1212-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1212-grado-en-podologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501811-radiodiagnostico-y-radio-proteccion-2019-2020,OBLIGATORIA,RADIOLOGÍA,61,BIOMECÁNICA Y PODOLOGÍA GENERAL,501811,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/770-radiologia-y-medicina-fisica,RADIODIAGNÓSTICO Y RADIO PROTECCIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500048-1407-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1407-grado-en-administracion-y-direccion-de-empresas-caceres,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500048-contabilidad-financiera-2019-2020,FORMACIÓN BÁSICA,EMPRESA,132,FORMACIÓN BÁSICA,500048,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,CONTABILIDAD FINANCIERA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501972-1006-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501972-produccion-animal-i-2019-2020,OBLIGATORIA,PRODUCCIÓN ANIMAL,108,PRODUCCIÓN ANIMAL E HIGIENE VETERINARIA,501972,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/700-produccion-animal,PRODUCCIÓN ANIMAL I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500506-0210-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0210-grado-en-enfermeria-badajoz,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500506-enfermeria-del-adulto-i-2019-2020,OBLIGATORIA,ENFERMERÍA EN LAS DISTINTAS ETAPAS DEL CICLO VITAL,75,CIENCIAS DE LA ENFERMERIA,500506,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/255-enfermeria,ENFERMERÍA DEL ADULTO I,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501651-0617-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0617-grado-en-educacion-primaria-badajoz,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501651-frances-ii-2019-2020,OPTATIVA,MENCIÓN EN LENGUA EXTRANJERA: FRANCÉS,1,ITINERARIOS DE INTENSIFICACIÓN,501651,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/335-filologia-francesa,FRANCÉS II,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400752-0622-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0622-mu-en-investigacion-en-ciencias-sociales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400752-iniciacion-a-la-investigacion-en-la-expresion-musical-y-plastica-2019-2020,OPTATIVA,,38,,400752,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/189-didactica-de-la-expresion-musical  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/193-didactica-de-la-expresion-plastica,INICIACIÓN A LA INVESTIGACIÓN EN LA EXPRESIÓN MUSICAL Y PLÁSTICA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500067-1490-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1490-pceo-administracion-y-direccion-de-empresas-y-turismo,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500067-investigacion-de-mercados-2019-2020,OBLIGATORIA,,28,,500067,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/095-comercializacion-e-investigacion-de-mercados,INVESTIGACIÓN DE MERCADOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502334-0130-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0130-grado-en-enologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502334-trabajo-fin-de-grado-2019-2020,TRABAJO DE FIN DE GRADO,TRABAJO FIN DE GRADO,4,DE APLICACIÓN,502334,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/060-bioquimica-y-biologia-molecular  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/630-microbiologia,TRABAJO FIN DE GRADO,6,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500416-1191-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1191-pceo-administracion-y-direccion-de-empresas-y-economia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500416-economia-mundial-2019-2020,OBLIGATORIA,,30,,500416,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/225-economia-aplicada,ECONOMÍA MUNDIAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501884-1306-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1306-grado-en-terapia-ocupacional,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501884-tecnicas-ortoprotesicas-en-terapia-ocupacional-2019-2020,OBLIGATORIA,TERAPIA OCUPACIONAL,59,TERAPIA OCUPACIONAL, AUTONOMÍA PERSONAL E INDEPENDENCIA,501884,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/413-fisioterapia,TÉCNICAS ORTOPROTÉSICAS EN TERAPIA OCUPACIONAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501483-0431-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501483-lengua-francesa-vi-2019-2020,OPTATIVA,ESPECIALIZACIÓN EN ESTUDIOS FRANCESES,0,OPTATIVO,501483,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/335-filologia-francesa,LENGUA FRANCESA VI,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400654-0127-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0127-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400654-fundamento-cientifico-del-curriculum-de-fisica-y-quimica-en-educacion-secundaria-ii-2019-2020,OBLIGATORIA,COMPLEMENTOS PARA LA FORMACIÓN DISCIPLINAR,20,ESPECÍFICO: FÍSICA Y QUÍMICA,400654,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/205-didactica-de-las-ciencias-experimentales,FUNDAMENTO CIENTÍFICO DEL CURRÍCULUM DE FÍSICA Y QUÍMICA EN EDUCACIÓN SECUNDARIA II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502975-1792-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1792-pceo-periodismo-y-comunicacion-audiovisual,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502975-historia-del-periodismo-y-los-medios-de-comunicacion-2019-2020,OBLIGATORIA,,9,,502975,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/675-periodismo,HISTORIA DEL PERIODISMO Y LOS MEDIOS DE COMUNICACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502299-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502299-seguridad-en-redes-telematicas-2019-2020,OPTATIVA,REDES,31,OPTATIVIDAD EN INGENIERÍA DEL SOFTWARE,502299,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica,SEGURIDAD EN REDES TELEMÁTICAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500028-1191-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1191-pceo-administracion-y-direccion-de-empresas-y-economia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500028-sistema-fiscal-espanol-2019-2020,OBLIGATORIA,,24,,500028,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/225-economia-aplicada,SISTEMA FISCAL ESPAÑOL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500458-0715-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0715-grado-en-educacion-social,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500458-metodos-y-disenos-de-investigacion-educativosocial-2019-2020,OBLIGATORIA,DIAGNOSTICO Y EVALUACIÓN DE LA INTERVENCIÓN SOCIAL,86,FORMACIÓN OBLIGATORIA,500458,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/625-metodos-de-investigacion-y-diagnostico-en-educac,MÉTODOS Y DISEÑOS DE INVESTIGACIÓN EDUCATIVOSOCIAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501945-1006-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501945-endocrinologia-y-regulacion-metabolica-2019-2020,FORMACIÓN BÁSICA,BASES MOLECULARES Y FUNCIONALES DE LOS PROCESOS Y SISTEMAS BIOLÓGICOS,119,FORMACIÓN BÁSICA COMÚN,501945,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/060-bioquimica-y-biologia-molecular  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/410-fisiologia,ENDOCRINOLOGÍA Y REGULACIÓN METABÓLICA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501306-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501306-redes-de-comunicaciones-moviles-y-multimedia-2019-2020,OPTATIVA,REDES,5,OPTATIVIDAD EN INGENIERÍA DEL SOFTWARE,501306,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica,REDES DE COMUNICACIONES MÓVILES Y MULTIMEDIA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500322-1192-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1192-pceo-ade-y-relaciones-laborales-y-recursos-humanos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500322-direccion-estrategica-2019-2020,OBLIGATORIA,,17,,500322,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,DIRECCIÓN ESTRATÉGICA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500000-1190-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1190-pceo-administracion-y-direccion-de-empresas-y-derecho,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500000-economia-de-la-empresa-i-2019-2020,FORMACIÓN BÁSICA,,49,,500000,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,ECONOMÍA DE LA EMPRESA I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501045-1512-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1512-grado-en-ingenieria-en-diseno-industrial-y-desarrollo-de-productos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501045-aspectos-economicos-y-empresariales-del-diseno-2019-2020,OBLIGATORIA,GESTIÓN,43,ESPECÍFICO,501045,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,ASPECTOS ECONÓMICOS Y EMPRESARIALES DEL DISEÑO,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501918-1407-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1407-grado-en-administracion-y-direccion-de-empresas-caceres,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501918-segundo-idioma-ii-portugues-2019-2020,OPTATIVA,SEGUNDO IDIOMA,2,INTENSIFICACIÓN EN IDIOMAS MODERNOS,501918,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,SEGUNDO IDIOMA II (PORTUGUÉS),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501063-0817-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0817-grado-en-ingenieria-electronica-y-automatica-rama-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501063-resistencia-de-materiales-2019-2020,OBLIGATORIA,FUNDAMENTOS DE INGENIERÍA MECÁNICA Y DE MATERIALES,51,COMÚN A LA RAMA INDUSTRIAL,501063,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/605-mecanica-de-medios-continuos-y-t-de-estructuras,RESISTENCIA DE MATERIALES,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501127-0513-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0513-grado-en-ingenieria-hortofruticola-y-jardineria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501127-botanica-agricola-2019-2020,OBLIGATORIA,BASES DE LA PRODUCCIÓN VEGETAL,8,COMÚN A LA RAMA AGRÍCOLA,501127,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/705-produccion-vegetal,BOTÁNICA AGRÍCOLA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501296-1627-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1627-grado-en-ingenieria-informatica-en-ingenieria-de-computadores,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501296-arquitecturas-especializadas-2019-2020,OBLIGATORIA,ARQUITECTURAS PARALELAS Y DISTRIBUIDAS,19,TECNOLOGÍA ESPECÍFICA EN INGENIERÍA DE COMPUTADORES,501296,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/035-arquitectura-y-tecnologia-de-computadores,ARQUITECTURAS ESPECIALIZADAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502268-1706-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1706-grado-en-informacion-y-documentacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502268-edicion-digital-2019-2020,FORMACIÓN BÁSICA,INFORMÁTICA,19,FORMACIÓN BÁSICA,502268,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,EDICIÓN DIGITAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500335-1113-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1113-grado-en-relaciones-laborales-y-recursos-humanos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500335-politicas-sociales-2019-2020,OBLIGATORIA,SOCIOLOGÍA,61,SOCIOLOGÍA,500335,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/775-sociologia,POLÍTICAS SOCIALES,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401462-0435-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0435-mu-ensenanza-de-espanol-como-lengua-extranjera,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401462-espanol-para-fines-especificos-2019-2020,OPTATIVA,,11,,401462,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/567-lengua-espanola,ESPAÑOL PARA FINES ESPECÍFICOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401075-1634-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1634-mu-en-direccion-tic,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401075-planificacion-y-diseno-de-redes-y-servicios-2019-2020,OBLIGATORIA,TECNOLOGÍAS INFORMÁTICAS Y COMUNICACIONES,0,TECNOLÓGICO,401075,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/800-teoria-de-la-senal-y-comunicaciones,PLANIFICACIÓN Y DISEÑO DE REDES Y SERVICIOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501604-0716-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0716-grado-en-educacion-infantil-caceres,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501604-desarrollo-socioemocional-en-edad-infantil-2019-2020,OPTATIVA,ITINERARIO DE INTENSIFICACIÓN EN ATENCION TEMPRANA,83,ITINERARIOS DE INTENSIFICACIÓN,501604,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/735-psicologia-evolutiva-y-de-la-educacion,DESARROLLO SOCIOEMOCIONAL EN EDAD INFANTIL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500944-1623-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1623-grado-en-ingenieria-civil-construcciones-civiles,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500944-gestion-de-empresas-de-ingenieria-civil-2019-2020,OPTATIVA,EMPRESA,2,OPTATIVIDAD,500944,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,GESTIÓN DE EMPRESAS DE INGENIERÍA CIVIL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501083-1112-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1112-grado-en-administracion-y-direccion-de-empresas-badajoz,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501083-contabilidad-de-gestion-2019-2020,OPTATIVA,CONTABILIDAD Y FINANZAS,16,OPTATIVIDAD FACULTAD DE CIENCIAS ECONÓMICAS,501083,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,CONTABILIDAD DE GESTIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401853-0725-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0725-mu-de-ensenanza-portugues-leng-extranjera-para-hispanohablantes,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401853-trabajo-de-fin-de-master-2019-2020,TRABAJO DE FIN DE MÁSTER,TRABAJO FIN DE MÁSTER,13,TRABAJO FIN DE MÁSTER,401853,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/195-didactica-de-la-lengua-y-la-literatura  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/210-didactica-de-las-ciencias-sociales  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,TRABAJO DE FIN DE MÁSTER,6,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500137-0305-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0305-grado-en-administracion-y-gestion-publica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500137-derecho-constitucional-2-2019-2020,OBLIGATORIA,DERECHO CONSTITUCIONAL,13,OBLIGATORIO,500137,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/135-derecho-constitucional,DERECHO CONSTITUCIONAL (2),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502574-0716-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0716-grado-en-educacion-infantil-caceres,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502574-didactica-de-la-lengua-2019-2020,OBLIGATORIA,APRENDIZAJE DE LENGUAS Y LECTOESCRITURA,115,MODULO DIDÁCTICO DISCIPLINAR,502574,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/195-didactica-de-la-lengua-y-la-literatura,DIDÁCTICA DE LA LENGUA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502977-1709-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1709-grado-en-periodismo,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502977-periodismo-especializado-ii-2019-2020,OBLIGATORIA,CULTURA Y CONTENIDOS PERIODÍSTICOS,39,FUNDAMENTOS TEÓRICOS DEL PERIODISMO,502977,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/675-periodismo,PERIODISMO ESPECIALIZADO II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500850-0428-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0428-grado-en-historia-y-patrimonio-historico,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500850-historia-del-arte-universal-2019-2020,OBLIGATORIA,HISTORIA DEL ARTE,55,FORMACIÓN HISTÓRICA,500850,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/465-historia-del-arte,HISTORIA DEL ARTE UNIVERSAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500658-0426-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500658-cultura-latina-en-sus-textos-prosa-2019-2020,FORMACIÓN BÁSICA,LENGUA CLASICA,20,FORMACIÓN BÁSICA,500658,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/355-filologia-latina,CULTURA LATINA EN SUS TEXTOS (PROSA),6,Segundo Semestre,2019-2020
