"ID_UNIVERSIDAD","ID_TITULACION","NOMBRE_TITULACION","NOMBRE_TIPO_TITULACION"
"021","2502486","Graduado o Graduada en Marketing e Investigación d","Grado"
"021","2502487","Graduado o Graduada en Matemáticas","Grado"
"021","2502488","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"021","2502489","Graduado o Graduada en Odontología","Grado"
"021","2502490","Graduado o Graduada en Química","Grado"
"021","2502491","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"021","2502492","Graduado o Graduada en Veterinaria","Grado"
"035","2502493","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"035","2502493","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"025","2502494","Graduado o Graduada en Ingeniería de la Energía","Grado"
"072","2502495","Graduado o Graduada en Educación Primaria","Grado"
"076","2502495","Graduado o Graduada en Educación Primaria","Grado"
"023","2502497","Graduado o Graduada en Medicina","Grado"
"012","2502498","Graduado o Graduada en Ciencias Políticas y Sociol","Grado"
"012","2502499","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"014","2502500","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"022","2502501","Graduado o Graduada en Prevención y Seguridad Inte","Grado"
"045","2502502","Graduado o Graduada en Turismo","Grado"
"026","2502503","Graduado o Graduada en Organización Industrial","Grado"
"020","2502504","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"020","2502505","Graduado o Graduada en Química","Grado"
"010","2502506","Graduado o Graduada en Ingeniería Geológica","Grado"
"027","2502507","Graduado o Graduada en Ingeniería Civil","Grado"
"018","2502508","Graduado o Graduada en Geografía y Medio Ambiente","Grado"
"018","2502508","Graduado o Graduada en Geografía y Medio Ambiente ","Grado"
"004","2502509","Graduado o Graduada en Diseño","Grado"
"021","2502510","Graduado o Graduada en Geografía y Ordenación del ","Grado"
"065","2502511","Graduado o Graduada en Enfermería","Grado"
"024","2502512","Graduado o Graduada en Ingeniería de los Recursos ","Grado"
"069","2502520","Graduado o Graduada en Ingeniería Agroalimentaria ","Grado"
"069","2502520","Graduado o Graduada en Ingeniería Agroalimentaria","Grado"
"008","2502521","Graduado o Graduada en Estudios Árabes e Islámicos","Grado"
"050","2502522","Graduado o Graduada en Estadística y Empresa por l","Grado"
"050","2502522","Graduado o Graduada en Estadística y Empresa","Grado"
"017","2502523","Graduado o Graduada en Ingeniería Civil por la Uni","Grado"
"017","2502523","Graduado o Graduada en Ingeniería Civil","Grado"
"041","2502524","Graduado o Graduada en Filosofía","Grado"
"047","2502525","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"072","2502527","Graduado o Graduada en Veterinaria","Grado"
"018","2502529","Graduado o Graduada en Veterinaria por la Universi","Grado"
"048","2502530","Graduado o Graduada en Educación Social por la Uni","Grado"
"023","2502531","Graduado o Graduada en Antropología Social y Cultu","Grado"
"024","2502532","Graduado o Graduada en Ingeniería en Organización ","Grado"
"022","2502533","Graduado o Graduada en Estudios Franceses","Grado"
"060","2502534","Graduado o Graduada en Ciencias Empresariales por ","Grado"
"024","2502535","Graduado o Graduada en Ingeniería Física","Grado"
"024","2502536","Graduado o Graduada en Ciencias Matemáticas y de l","Grado"
"068","2502537","Graduado o Graduada en Psicología","Grado"
"068","2502538","Graduado o Graduada en Farmacia","Grado"
"072","2502540","Graduado o Graduada en Trabajo Social por la Unive","Grado"
"070","2502541","Graduado o Graduada en Ciencias Políticas por la U","Grado"
"003","2502542","Graduado o Graduada en Medicina por la Universidad","Grado"
"078","2502544","Graduado o Graduada en Ingeniería Informática en T","Grado"
"053","2502545","Graduado o Graduada en Economía por la Universidad","Grado"
"069","2502546","Graduado o Graduada en Odontología","Grado"
"078","2502547","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"047","2502548","Graduado o Graduada en Ingeniería en Sistemas de T","Grado"
"047","2502548","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"016","2502549","Graduado o Graduada en Estudios Hispánicos","Grado"
"008","2502550","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"020","2502551","Graduado o Graduada en Ingeniería de Energías Reno","Grado"
"020","2502552","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"005","2502553","Graduado o Graduada en Ingeniería Aeroespacial por","Grado"
"008","2502554","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"078","2502555","Graduado o Graduada en Enfermería por la Universid","Grado"
"078","2502556","Graduado o Graduada en Maestro Educación Infantil ","Grado"
"005","2502557","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"005","2502558","Graduado o Graduada en Biotecnología por la Univer","Grado"
"010","2502559","Graduado o Graduada en Ingeniería de Materiales","Grado"
"078","2502560","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"005","2502561","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"005","2502562","Graduado o Graduada en Enología por la Universidad","Grado"
"005","2502563","Graduado o Graduada en Psicología  por la Universi","Grado"
"010","2502564","Graduado o Graduada en Ingeniería Electrónica de C","Grado"
"016","2502565","Graduado o Graduada en Logopedia por la Universida","Grado"
"049","2502566","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"010","2502567","Graduado o Graduada en Musicología","Grado"
"017","2502569","Graduado o Graduada en Biomedicina Básica y Experi","Grado"
"017","2502570","Graduado o Graduada en Ingeniería de Materiales po","Grado"
"017","2502571","Graduado o Graduada en Criminología por la Univers","Grado"
"017","2502575","Graduado o Graduada en Óptica y Optometría por la ","Grado"
"017","2502576","Graduado o Graduada en Estudios de Asia Oriental p","Grado"
"011","2502576","Graduado o Graduada en Estudios de Asia Oriental p","Grado"
"049","2502578","Graduado o Graduada en Ingeniería Energética por l","Grado"
"056","2502579","Graduado o Graduada en Relaciones Internacionales ","Grado"
"073","2502580","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"078","2502581","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"011","2502583","Graduado o Graduada en Ingeniería de la Energía po","Grado"
"017","2502583","Graduado o Graduada en Ingeniería de la Energía po","Grado"
"078","2502584","Graduado o Graduada en Periodismo por la Universid","Grado"
"078","2502585","Graduado o Graduada en Administración y Dirección ","Grado"
"013","2502586","Graduado o Graduada en Ingeniería Civil por la Uni","Grado"
"004","2502587","Graduado o Graduada en Comunicación e Industrias C","Grado"
"011","2502588","Graduado o Graduada en Ingeniería de Organización ","Grado"
"017","2502588","Graduado o Graduada en Ingeniería de Organización ","Grado"
"043","2502589","Graduado o Graduada en Gestión Hotelera y Turístic","Grado"
"052","2502591","Graduado o Graduada en Marketing y Comunicación Co","Grado"
"074","2502592","Graduado o Graduada en Ingeniería de Organización ","Grado"
"018","2502593","Graduado o Graduada en Geología por la Universitat","Grado"
"058","2502594","Graduado o Graduada en Criminología por la Univers","Grado"
"058","2502597","Graduado o Graduada en Análisis Económico por la U","Grado"
"017","2502601","Graduado o Graduada en Ingeniería Electrónica, Rob","Grado"
"011","2502601","Graduado o Graduada en Ingeniería Electrónica, Rob","Grado"
"017","2502602","Graduado o Graduada en Ingeniería de la Salud por ","Grado"
"011","2502602","Graduado o Graduada en Ingeniería de la Salud por ","Grado"
"074","2502603","Graduado o Graduada en Empresas y Actividades Turí","Grado"
"006","2502604","Graduado o Graduada en Enología por la Universidad","Grado"
"052","2502605","Graduado o Graduada en Cine y Series de Ficción po","Grado"
"052","2502606","Graduado o Graduada en Educación Infantil por la U","Grado"
"046","2502607","Graduado o Graduada en Economía y Finanzas por la ","Grado"
"046","2502608","Graduado o Graduada en Ciencias Médicas Experiment","Grado"
"046","2502609","Graduado o Graduada en Biotecnología por la Univer","Grado"
"052","2502612","Graduado o Graduada en Educación Primaria por la U","Grado"
"065","2502616","Graduado o Graduada en Educación Social por la Uni","Grado"
"074","2502618","Graduado o Graduada en Humanidades","Grado"
"073","2502619","Graduado o Graduada en Psicología por la Universid","Grado"
"053","2502621","GRADO EN EDUCACIÓN INFANTIL ","Grado"
"053","2502625","Graduado o Graduada en Ingeniería de la Energía","Grado"
"055","2502626","Graduado o Graduada en Gestión Comercial y Marketi","Grado"
"065","2502627","Graduado o Graduada en Diseño Visual de Contenidos","Grado"
"065","2502628","Graduado o Graduada en Ingeniería en Desarrollo de","Grado"
"053","2502629","Graduado o Graduada en Educación Primaria   por la","Grado"
"053","2502629","Graduado o Graduada en Educación Primaria","Grado"
"055","2502631","Graduado o Graduada en Antropología Social y Cultu","Grado"
"055","2502632","Graduado o Graduada en Organización de Eventos, Pr","Grado"
"053","2502633","Graduado o Graduada en Piloto y Dirección de Opera","Grado"
"074","2502634","Graduado o Graduada en Magisterio de Educación Inf","Grado"
"053","2502635","Graduado o Graduada en Educación Infantil","Grado"
"053","2502635","Graduado o Graduada en Educación Infantil por la U","Grado"
"060","2502642","Graduado o Graduada en Multimedia","Grado"
"051","2502643","Graduado o Graduada en Turismo por la Universidad ","Grado"
"065","2502645","Graduado o Graduada en Dirección y Producción de C","Grado"
"025","2502646","Graduado/a en Biotecnología","Grado"
"025","2502647","Graduado o Graduada en Ingenieria Biomédica por la","Grado"
"025","2502648","Graduado o Graduada en Biotecnología por la Univer","Grado"
"006","2502649","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"059","2502650","Graduado o Graduada en Maestro en Educación Primar","Grado"
"019","2502651","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"065","2502652","Graduado o Graduada en Cine","Grado"
"066","2502653","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"066","2502654","Graduado o Graduada en Criminología por la Univers","Grado"
"059","2502656","Graduado o Graduada en Maestro en Educación Infant","Grado"
"066","2502657","Graduado o Graduada en Ingeniería Electromecánica ","Grado"
"077","2502658","Grado en Ingeniería Informática en Sistemas y Tecn","Grado"
"077","2502659","Graduado o Graduada en Educación Social por la Uni","Grado"
"027","2502660","Graduado o Graduada en Ingeniería de la Energía","Grado"
"057","2502661","Graduado o Graduada en Derecho / Bachelor of Laws ","Grado"
"074","2502662","Graduado o Graduada en Magisterio de Educación Pri","Grado"
"059","2502663","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"007","2502664","Graduado o Graduada en Gestión de Pequeñas y Media","Grado"
"036","2502665","Graduado o Graduada en Ingeniería de la Seguridad","Grado"
"008","2502666","Graduado o Graduada en Criminología por la Univers","Grado"
"026","2502667","Grado en Ingeniería en Tecnologías Industriales","Grado"
"080","2502668","Graduado o Graduada en Historia y Geografía por la","Grado"
"025","2502669","Graduado o Graduada en Biotecnología","Grado"
"044","2502355","Graduado o Graduada en Ingeniería Agraria y Alimen","Grado"
"044","2502356","Graduado o Graduada en Ingeniería Forestal","Grado"
"055","2502357","Graduado o Graduada en Farmacia","Grado"
"055","2502357","Graduado o Graduada en Farmacia por la Universidad","Grado"
"055","2502358","Graduado o Graduada en Medicina","Grado"
"055","2502359","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"055","2502360","Graduado o Graduada en Terapia Ocupacional","Grado"
"013","2502361","Graduado o Graduada en Comercio y Marketing","Grado"
"013","2502362","Graduado o Graduada en Derecho por la Universidad ","Grado"
"013","2502363","Graduado o Graduada en Estudios Clásicos y Románic","Grado"
"013","2502364","Graduado o Graduada en Estudios Ingleses","Grado"
"013","2502365","Graduado o Graduada en Geología","Grado"
"013","2502366","Graduado o Graduada en Ingeniería de Recursos Mine","Grado"
"013","2502367","Graduado o Graduada en Ingeniería de Tecnologías M","Grado"
"013","2502368","Graduado o Graduada en Ingeniería de Tecnologías y","Grado"
"013","2502368","Graduado o Graduada en Ingeniería en Tecnologías y","Grado"
"013","2502369","Graduado o Graduada en Ingeniería Eléctrica por la","Grado"
"013","2502369","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"013","2502370","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"013","2502370","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"013","2502371","Graduado o Graduada en Ingeniería en Geomática y T","Grado"
"013","2502372","Graduado o Graduada en Ingeniería de Tecnologías I","Grado"
"013","2502373","Graduado o Graduada en Ingeniería Forestal y del M","Grado"
"013","2502374","Graduado o Graduada en Ingeniería Informática del ","Grado"
"013","2502375","Graduado o Graduada en Ingeniería Informática en T","Grado"
"013","2502375","Graduado o Graduada en Ingeniería Informática en T","Grado"
"013","2502376","Graduado o Graduada en Ingeniería Mecánica por la ","Grado"
"013","2502376","Graduado o Graduada en Ingeniería Mecánica","Grado"
"013","2502377","Graduado o Graduada en Ingeniería Química","Grado"
"013","2502378","Graduado o Graduada en Ingeniería Química Industri","Grado"
"013","2502378","Graduado o Graduada en Ingeniería Química Industri","Grado"
"013","2502379","Graduado o Graduada en Lengua Española y sus Liter","Grado"
"013","2502380","Graduado o Graduada en Lenguas Modernas y sus Lite","Grado"
"029","2502381","Graduado o Graduada en Ingeniería Electrónica de C","Grado"
"029","2502382","Graduado o Graduada en Ingeniería en Electrónica y","Grado"
"029","2502382","Graduado o Graduada en Ingeniería en Electrónica y","Grado"
"029","2502383","Graduado o Graduada en Sistemas de Telecomunicació","Grado"
"020","2502384","Graduado o Graduada en Administración y Dirección ","Grado"
"020","2502385","Graduado o Graduada en Filología","Grado"
"029","2502386","Graduado o Graduada en Ingeniería Telemática por l","Grado"
"020","2502387","Graduado o Graduada en Finanzas y Seguros","Grado"
"020","2502388","Graduado o Graduada en Fiscalidad y Administración","Grado"
"020","2502389","Graduado o Graduada en Física","Grado"
"020","2502390","Graduado o Graduada en Gestión de Negocios","Grado"
"020","2502391","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"020","2502392","Graduado o Graduada en Ingeniería Electrónica","Grado"
"020","2502393","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"020","2502394","Graduado o Graduada en Ingeniería Informática","Grado"
"020","2502395","Graduado o Graduada en Ingeniería Marina","Grado"
"020","2502396","Graduado o Graduada en Ingeniería Mecánica","Grado"
"020","2502397","Graduado o Graduada en Ingeniería Náutica y Transp","Grado"
"020","2502398","Graduado o Graduada en Ingeniería Química","Grado"
"025","2502399","Graduado o Graduada en Matemáticas e Informática","Grado"
"025","2502399","Graduado o Graduada en Matemáticas e Informática p","Grado"
"025","2502400","Graduado o Graduada en Ingeniería Aeroespacial","Grado"
"025","2502401","Graduado o Graduada en Ingeniería de Organización ","Grado"
"025","2502401","Graduado o Graduada en Ingeniería de Organización","Grado"
"025","2502402","Graduado o Graduada en Ingeniería Eléctrica por la","Grado"
"025","2502402","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"025","2502403","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"025","2502403","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"025","2502404","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"025","2502404","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"027","2502405","Graduado o Graduada en Ingeniería de Obras Pública","Grado"
"001","2502406","Graduado o Graduada en Español: Lengua y Literatur","Grado"
"027","2502407","Graduado o Graduada en Ingeniería Técnica de Telec","Grado"
"035","2502408","Graduado o Graduada en Fisioterapia","Grado"
"001","2502409","Graduado o Graduada en Estudios Árabes e Islámicos","Grado"
"041","2502410","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"001","2502411","Graduado o Graduada en Estudios Franceses","Grado"
"056","2502412","Graduado o Graduada en Bellas Artes por la Univers","Grado"
"056","2502412","Graduado o Graduada en Bellas Artes","Grado"
"056","2502413","Graduado o Graduada en Ciencias Ambientales","Grado"
"056","2502414","Graduado o Graduada en Fotografía","Grado"
"001","2502415","Graduado o Graduada en Estudios Ingleses","Grado"
"056","2502416","Graduado o Graduada en Ingeniería Ambiental","Grado"
"056","2502417","Graduado o Graduada en Terapia Ocupacional","Grado"
"001","2502418","Graduado o Graduada en Filología Catalana","Grado"
"042","2502419","Graduado o Graduada en Arquitectura","Grado"
"042","2502420","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"042","2502420","Graduado o Graduada en Fisioterapia","Grado"
"001","2502421","Graduado o Graduada en Geografía y Ordenación del ","Grado"
"042","2502422","Graduado o Graduada en Ingeniería de Edificación","Grado"
"042","2502423","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"042","2502423","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"001","2502424","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"001","2502424","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"014","2502425","Graduado o Graduada en Educación Social","Grado"
"014","2502426","Graduado o Graduada en Geología","Grado"
"014","2502427","Graduado o Graduada en Maestro en Educación Infant","Grado"
"001","2502428","Graduado o Graduada en Traducción e Interpretación","Grado"
"014","2502429","Graduado o Graduada en Maestro en Educación Primar","Grado"
"014","2502430","Graduado o Graduada en Pedagogía","Grado"
"014","2502431","Graduado o Graduada en Química","Grado"
"014","2502432","Graduado o Graduada en Turismo","Grado"
"046","2502433","Graduado o Graduada en Arquitectura","Grado"
"046","2502434","Graduado o Graduada en Ingeniería de Edificación","Grado"
"046","2502435","Graduado o Graduada en Ingeniería de Sistemas de I","Grado"
"052","2502436","Graduado o Graduada en Diseño de Interiores","Grado"
"046","2502437","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"052","2502438","Graduado o Graduada en Enfermería  por la Universi","Grado"
"052","2502438","Graduado o Graduada en Enfermería ","Grado"
"052","2502439","Graduado o Graduada en Fisioterapia","Grado"
"052","2502439","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"026","2501909","Graduado o Graduada en Economía","Grado"
"022","2501910","Graduado o Graduada en Estudios de Inglés y Españo","Grado"
"026","2501911","Graduado o Graduada en Educación Infantil","Grado"
"026","2501912","Graduado o Graduada en Educación Primaria","Grado"
"022","2501913","Graduado o Graduada en Estudios de Inglés y Francé","Grado"
"026","2501914","Graduado o Graduada en Educación Social","Grado"
"022","2501915","Graduado o Graduada en Ciencias Ambientales","Grado"
"026","2501916","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"026","2501917","Graduado o Graduada en Seguridad y Emergencias por","Grado"
"026","2501918","Graduado o Graduada en Trabajo Social","Grado"
"022","2501919","Graduado o Graduada en Estadística Aplicada","Grado"
"022","2501919","Graduado o Graduada en Estadística Aplicada por la","Grado"
"060","2501919","Graduado o Graduada en Estadística Aplicada","Grado"
"060","2501919","Graduado o Graduada en Estadística Aplicada por la","Grado"
"026","2501920","Graduado o Graduada en Turismo por la Universidad ","Grado"
"026","2501920","Graduado o Graduada en Turismo","Grado"
"026","2501921","Graduado o Graduada en Arquitectura","Grado"
"022","2501922","Graduado o Graduada en Nanociencia y Nanotecnologí","Grado"
"026","2501923","Graduado o Graduada en Ingeniería Civil","Grado"
"026","2501924","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"022","2501925","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"026","2501926","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"026","2501927","Graduado o Graduada en Ingeniería en Tecnologías d","Grado"
"026","2501927","Graduado o Graduada en Ingeniería en Tecnologías d","Grado"
"022","2501928","Graduado o Graduada en Comunicación Audiovisual po","Grado"
"022","2501928","Graduado o Graduada en Comunicación Audiovisual","Grado"
"026","2501929","Graduado o Graduada en Ingeniería Geomática y Topo","Grado"
"026","2501929","Graduado o Graduada en Ingeniería Geomática y Topo","Grado"
"026","2501930","Graduado o Graduada en Ingeniería Informática","Grado"
"026","2501930","Graduado o Graduada en Ingeniería Informática por ","Grado"
"022","2501931","Graduado o Graduada en Gestión de Empresas","Grado"
"026","2501932","Graduado o Graduada en Ingeniería Química","Grado"
"022","2501933","Graduado o Graduada en Periodismo","Grado"
"022","2501933","Graduado o Graduada en Periodismo por la Universid","Grado"
"026","2501934","Graduado o Graduada en Ingeniería en Tecnología Na","Grado"
"026","2501934","Graduado o Graduada en Ingeniería en Tecnología Na","Grado"
"022","2501935","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"009","2501936","Graduado o Graduada en Fisioterapia","Grado"
"009","2501937","Graduado o Graduada en Veterinaria","Grado"
"004","2501938","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"009","2501939","Graduado o Graduada en Ingeniería Agraria y del Me","Grado"
"009","2501939","Graduado o Graduada en Ingeniería Agraria y del Me","Grado"
"004","2501940","Graduado o Graduada en Administración y Dirección ","Grado"
"009","2501941","Graduado o Graduada en Ingeniería Agroalimentaria","Grado"
"009","2501941","Graduado o Graduada en Ingeniería Agroalimentaria ","Grado"
"009","2501942","Graduado o Graduada en Ingeniería Agroambiental po","Grado"
"009","2501942","Graduado o Graduada en Ingeniería Agroambiental","Grado"
"009","2501943","Graduado o Graduada en Ingeniería Forestal y del M","Grado"
"009","2501943","Graduado o Graduada en Ingeniería Forestal y del M","Grado"
"043","2501944","Graduado o Graduada en Ingeniería Informática","Grado"
"009","2501945","Graduado o Graduada en Ingeniería Mecánica","Grado"
"011","2501946","Graduado o Graduada en Bellas Artes","Grado"
"044","2501947","Graduado o Graduada en Fisioterapia","Grado"
"011","2501948","Graduado o Graduada en Estudios Ingleses","Grado"
"044","2501949","Graduado o Graduada en Psicología ","Grado"
"011","2501950","Graduado o Graduada en Filología Clásica","Grado"
"044","2501951","Graduado o Graduada en Turismo","Grado"
"044","2501952","Graduado o Graduada en Ingeniería en Electrónica I","Grado"
"044","2501953","Graduado o Graduada en Ingeniería Mecánica","Grado"
"054","2501954","Graduado o Graduada en Criminología","Grado"
"024","2501955","Graduado o Graduada en Arquitectura","Grado"
"024","2501956","Graduado o Graduada en Ingeniería Civil","Grado"
"011","2501957","Graduado o Graduada en Filosofía","Grado"
"011","2501958","Graduado o Graduada en Historia","Grado"
"011","2501959","Graduado o Graduada en Biología","Grado"
"011","2501960","Graduado o Graduada en Ciencias Ambientales","Grado"
"011","2501961","Graduado o Graduada en Matemáticas","Grado"
"011","2501962","Graduado o Graduada en Química","Grado"
"011","2501963","Graduado o Graduada en Logopedia","Grado"
"011","2501964","Graduado o Graduada en Medicina","Grado"
"011","2501965","Graduado o Graduada en Psicología","Grado"
"011","2501966","Graduado o Graduada en Administración y Dirección ","Grado"
"011","2501967","Graduado o Graduada en Comunicación Audiovisual","Grado"
"011","2501968","Graduado o Graduada en Criminología","Grado"
"011","2501969","Graduado o Graduada en Economía","Grado"
"011","2501970","Graduado o Graduada en Educación Social","Grado"
"011","2501971","Graduado o Graduada en Finanzas y Contabilidad","Grado"
"011","2501972","Graduado o Graduada en Geografía y Gestión del Ter","Grado"
"011","2501973","Graduado o Graduada en Gestión y Administración Pú","Grado"
"024","2501974","Graduado o Graduada en Ingeniería de Aeronavegació","Grado"
"011","2501975","Graduado o Graduada en Educación Infantil","Grado"
"011","2501975","Graduado o Graduada en Maestro en Educación Infant","Grado"
"024","2501976","Graduado o Graduada en Ingeniería de Aeropuertos","Grado"
"011","2501977","Graduado o Graduada en Maestro en Educación Primar","Grado"
"011","2501977","Graduado o Graduada en Educación Primaria","Grado"
"024","2501978","Graduado o Graduada en Ingeniería de Sistemas TIC","Grado"
"011","2501979","Graduado o Graduada en Marketing e Investigación d","Grado"
"024","2501980","Graduado o Graduada en Ingeniería de la Construcci","Grado"
"011","2501981","Graduado o Graduada en Pedagogía","Grado"
"024","2501982","Graduado o Graduada en Ingeniería de Materiales","Grado"
"011","2501983","Graduado o Graduada en Periodismo","Grado"
"024","2501984","Graduado o Graduada en Ingeniería en Sistemas y Te","Grado"
"011","2501985","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"011","2501986","Graduado o Graduada en Arquitectura","Grado"
"024","2501987","Graduado o Graduada en Ingeniería en Tecnologías A","Grado"
"011","2501988","Graduado o Graduada en Ingeniería de Computadores","Grado"
"024","2501989","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"011","2501990","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"024","2501991","Graduado o Graduada en Ingeniería en Vehículos Aer","Grado"
"024","2501992","Graduado o Graduada en Ingeniería Geológica ","Grado"
"004","2501992","Graduado o Graduada en Ingeniería Geológica ","Grado"
"011","2501993","Graduado o Graduada en Ingeniería de Sistemas Elec","Grado"
"024","2501994","Graduado o Graduada en Ingeniería Geomática y Topo","Grado"
"011","2501995","Graduado o Graduada en Ingeniería de Sonido e Imag","Grado"
"024","2501996","Graduado o Graduada en Ingeniería Informática ","Grado"
"011","2501997","Graduado o Graduada en Ingeniería de Tecnología de","Grado"
"024","2501998","Graduado o Graduada en Ingeniería Marina ","Grado"
"011","2501999","Graduado o Graduada en Ingeniería del Software","Grado"
"024","2502000","Graduado o Graduada en Ingeniería Náutica y Transp","Grado"
"011","2502001","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"011","2502002","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"011","2502003","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"039","2502004","Graduado o Graduada en Administración de Empresas ","Grado"
"039","2502004","Graduado o Graduada en Administración de Empresas ","Grado"
"011","2502005","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"011","2502006","Graduado o Graduada en Ingeniería Informática","Grado"
"039","2502007","Graduado o Graduada en Diseño por la Universidad P","Grado"
"039","2502007","Graduado o Graduada en Diseño","Grado"
"011","2502008","Graduado o Graduada en Ingeniería Mecánica","Grado"
"011","2502009","Graduado o Graduada en Ingeniería Química","Grado"
"039","2502010","Graduado o Graduada en Ingeniería Biomédica","Grado"
"039","2502010","Graduado o Graduada en Ingeniería Biomédica por la","Grado"
"011","2502011","Graduado o Graduada en Ingeniería Telemática","Grado"
"020","2502012","Graduado o Graduada en Enfermería","Grado"
"042","2502013","Graduado o Graduada en Piloto de Aviación Comercia","Grado"
"042","2502013","Graduado o Graduada en Piloto de Aviación Comercia","Grado"
"014","2502014","Graduado o Graduada en Bellas Artes","Grado"
"014","2502015","Graduado o Graduada en Humanidades","Grado"
"020","2502016","Graduado o Graduada en Medicina","Grado"
"020","2502018","Graduado o Graduada en Odontología","Grado"
"074","2502019","Graduado o Graduada en Economía y Negocios Interna","Grado"
"047","2502020","Graduado o Graduada en Proyectos de Interiorismo","Grado"
"047","2502021","Graduado o Graduada en Lenguas Modernas","Grado"
"047","2502022","Graduado o Graduada en Lenguas Modernas y Gestión","Grado"
"047","2502023","Graduado o Graduada en Óptica y Optometría por la ","Grado"
"047","2502023","Graduado o Graduada en Óptica y Optometría","Grado"
"020","2502024","Graduado o Graduada en Educación Social","Grado"
"047","2502025","Graduado o Graduada en Relaciones Internacionales","Grado"
"020","2502026","Graduado o Graduada en Gestión y Marketing Empresa","Grado"
"020","2502027","Graduado o Graduada en Marketing","Grado"
"020","2502028","Graduado o Graduada en Ingeniería Ambiental","Grado"
"052","2502029","Graduado o Graduada en Lenguas Modernas ","Grado"
"020","2502030","Graduado o Graduada en Ingeniería Civil","Grado"
"020","2502031","Graduado o Graduada en Ingeniería Informática de G","Grado"
"020","2502032","Graduado o Graduada en Ingeniería Química Industri","Grado"
"013","2502033","Graduado o Graduada en Medicina ","Grado"
"013","2502033","Graduado o Graduada en Medicina  por la Universida","Grado"
"013","2502034","Graduado o Graduada en Odontología ","Grado"
"052","2502035","Graduado o Graduada en Ciencias Inmobiliarias por ","Grado"
"052","2502036","Graduado o Graduada en Ingeniería del Automóvil","Grado"
"013","2502037","Graduado o Graduada en Terapia Ocupacional ","Grado"
"013","2502038","Graduado o Graduada en Trabajo Social ","Grado"
"013","2502039","Graduado o Graduada en Turismo ","Grado"
"013","2502040","Graduado o Graduada en Ingeniería Marina ","Grado"
"013","2502041","Graduado o Graduada en Ingeniería Náutica y Transp","Grado"
"023","2502042","Graduado o Graduada en Enfermería ","Grado"
"014","2502043","Graduado o Graduada en Enfermería","Grado"
"014","2502044","Graduado o Graduada en Fisioterapia","Grado"
